TN,Team,Mat,Won,Lost,Net RR,PtsCSK,Super Kings,0,0,0,0,0,0
RR,Rajasthan Royals,0,0,0,0,0
MI,Mumbai Indians,0,0,0,0,0
SRH,Sunrisers,0,0,0,0,0
Kings XI,Kings XI Punjab,0,0,0,0,0
Daredevils,Delhi Daredevils,0,0,0,0,0
RGB,Royal Challengers,0,0,0,0,0KKR,Knight Riders,0,0,0,0,0
