"CSK","Super Kings","Kings XI","Kings XI Punjab",18th Apr 2014,"Abu Dhabi","Kings XI won by 6 wickets","http://www.espncricinfo.com/indian-premier-league-2014/engine/match/729283.html"
"CSK","Super Kings","Daredevils","Delhi Daredevils",21st Apr 2014,"Abu Dhabi","Super Kings won by 93 runs","http://www.espncricinfo.com/indian-premier-league-2014/engine/match/729293.html"
"CSK","Super Kings","RR","Rajasthan Royals",23rd Apr 2014,"Dubai","Super Kings won by 7 runs","http://www.espncricinfo.com/indian-premier-league-2014/engine/match/729297.html"
"CSK","Super Kings","MI","Mumbai Indians",25th Apr 2014,"Dubai","Super Kings won by 7 wickets","http://www.espncricinfo.com/indian-premier-league-2014/engine/match/729303.html"
"CSK","Super Kings","SRH","Sunrisers",27th Apr 2014,"Dubai","Super Kings won by 5 wickets","http://www.espncricinfo.com/indian-premier-league-2014/engine/match/729311.html"
